时间,,No,1T,1RH,2T,2RH,3T,3RH,4T,4RH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:21:55,,1121,30.1,48.5,32.3,43.6,31.7,45.2,31.9,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:23:55,,1122,30.2,48.5,32,43.9,30.3,47.1,31.8,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:25:55,,1123,30.2,48.3,32.1,44.5,31.2,46.2,31.5,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:27:55,,1124,30.1,48.6,32.4,44,31.2,46,31.8,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:29:55,,1125,30.1,48.4,32.2,44.3,31,45.6,31.7,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:31:55,,1126,30.1,48.4,32.1,44.5,31.2,46.4,31.9,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:33:55,,1127,30.1,48.1,32.3,43.5,31.1,46.6,31.7,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:35:55,,1128,30.1,48.2,32.2,43.4,30.7,45.9,32,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:37:55,,1129,30.1,48.1,32.3,44.2,31.6,45.3,31.7,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:39:55,,1130,30.4,48.3,32.2,43.5,31.2,44.8,31.7,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:41:55,,1131,30.2,48.3,31.8,45,30.3,48.4,31.6,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:43:55,,1132,30.2,48.4,32.4,44.1,31.2,45.9,31.8,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:45:55,,1133,30.3,48.5,31.9,43.8,30.9,45.4,31.7,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:47:55,,1134,30.2,48.3,31.2,44.8,29.5,48.6,31.2,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:49:55,,1135,30.1,48.2,31.9,44.6,31.3,46,31.7,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:51:55,,1136,30.1,47.9,32,43.9,31.1,46.5,31.7,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:53:55,,1137,30.2,48.1,32.6,43.3,31.7,45.4,32,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:55:55,,1138,30.1,48,31.9,44.1,32.2,43.3,31.6,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:57:55,,1139,30.1,47.9,31.2,44.1,29.7,47.7,31.3,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:59:55,,1140,30.1,48,32.7,43.2,31.6,44.9,31.9,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:01:55,,1141,30.1,48.2,33.1,42.3,31.5,45,32.2,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:03:55,,1142,29.9,48.3,31.9,44.3,30.7,46.6,31.5,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:05:55,,1143,30.1,48.2,32.6,43.1,31.6,45.1,31.9,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:07:55,,1144,30.1,48.4,32.1,43.8,31.1,45.3,31.6,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:09:55,,1145,30,48.2,31.5,43.9,30,47.9,31.2,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:11:55,,1146,30.2,48.4,32.8,42.5,31.6,44.7,32.2,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:13:55,,1147,30.1,48.4,32.3,43.9,31.4,45.3,31.9,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:15:55,,1148,30.1,48.4,32.2,44.1,31.4,45.8,31.8,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:17:55,,1149,30.1,48.6,32.5,43.2,31.3,45.7,31.8,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:19:55,,1150,30.2,48.7,32.6,43.6,31.2,45.6,31.7,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:21:55,,1151,30.1,48.6,32.2,44.2,30.8,47,31.8,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:23:55,,1152,30.1,48.9,32.2,43.7,30.4,47.2,31.9,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:25:55,,1153,30.2,48.5,32.5,43.9,31.7,45.3,32.1,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:27:55,,1154,30.1,47.8,31.4,44.5,30.3,47.4,31.4,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:29:55,,1155,30.2,48.3,33.2,42.5,31.7,45,32.2,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:31:55,,1156,30.2,48.4,32.3,43.9,31.6,44.7,31.9,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:33:55,,1157,30.1,48.2,31.4,45.1,30.1,48.1,31.1,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:35:55,,1158,30.2,48.4,32.1,43.5,30.9,45.6,31.9,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:37:55,,1159,30.1,48.4,32.4,44,32.2,44.2,31.8,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:39:55,,1160,30.1,48.4,32.3,43.9,31.9,44.4,31.8,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:41:55,,1161,30.2,48.4,31.6,44,30.4,46.4,31.5,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:43:55,,1162,30.3,48.4,32.8,43.5,31.4,45.4,31.6,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:45:55,,1163,30.2,48.4,31.7,44.8,30.8,46.6,31.4,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:47:55,,1164,30.2,48.4,32.8,42.6,31.5,44.5,32,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:49:55,,1165,30.1,48.5,32.7,43.2,31.6,44.4,32.1,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:51:55,,1166,30.1,47.5,32.4,43.8,31.8,45.3,31.9,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:53:55,,1167,30.2,48.2,32.7,43.6,31.8,45.1,31.8,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:55:55,,1168,30.3,48.6,32.2,44.2,32,44.2,31.8,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:57:55,,1169,30.1,48.6,32.4,44.3,31.8,45.4,31.9,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:59:55,,1170,30.2,48.9,32.2,44.1,30.6,46.8,32,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:01:55,,1171,30.2,48.9,32.7,44,32,44.9,32.1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:03:55,,1172,30.1,48.3,31.6,44.1,30.2,48.1,31.2,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:05:55,,1173,30.2,48.7,32.6,43.6,31.5,45.1,32.2,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:07:55,,1174,30.2,48.9,32.9,43.3,31.8,45.1,31.9,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:09:55,,1175,30.1,48.5,31.9,44.9,30.7,47.2,31.4,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:11:55,,1176,30.2,48.7,32.6,43,32,44.2,31.9,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:13:55,,1177,30.1,48.4,32.3,44.4,31.9,44.2,31.8,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:15:55,,1178,30.1,48.4,32.3,44.4,31.5,45.8,31.9,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:17:55,,1179,30.1,48.6,32.1,42.9,30.9,45.5,31.7,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:19:55,,1180,30.2,48.6,32.6,43.9,31.4,45.7,31.9,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:21:55,,1181,30.1,48.3,31.9,45.2,30.9,46.9,31.6,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:23:55,,1182,30.1,48.5,32.1,43.4,30.9,45.5,31.5,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:25:55,,1183,30.2,48.8,32.4,44.1,31.2,45.7,31.9,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:27:55,,1184,30.1,47.7,32,45.6,30.6,47.8,31.5,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:29:55,,1185,30.2,48.4,32.8,43.4,31.8,45.5,32,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:55,,1186,30.2,48.6,32.3,43.8,31.5,44.6,31.7,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:33:55,,1187,30.1,48.3,31.6,45.2,30.4,47.6,31.4,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:35:55,,1188,30.2,48.5,32.8,43.6,32.1,45,32.1,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:37:55,,1189,30.1,48.7,32.3,44.4,31.2,45.6,31.8,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:39:55,,1190,30.1,48.1,31.9,45.1,30.7,47.3,31.4,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:41:55,,1191,30.1,48.4,32.3,43.4,31.1,46.2,31.7,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:43:55,,1192,30.2,48.7,32.3,44.3,31.3,45.4,31.7,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:45:55,,1193,30.1,48.6,32,43.4,32,44.2,31.5,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:47:55,,1194,30,48.3,32.3,44.4,31.4,46.4,31.7,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:49:55,,1195,30.1,48.8,31.9,44.6,31.5,44.9,31.7,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:51:55,,1196,30.1,48.4,32.1,44.4,31,47,31.8,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:53:55,,1197,30,48.7,32.4,44.2,31.5,46,31.9,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:55:55,,1198,30,48.7,32.4,43.4,31.9,43.7,31.9,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:57:55,,1199,30,48.6,32.7,43,32,44.2,31.9,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:59:55,,1200,30.1,49.2,32.9,43.4,32.2,44.4,32,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:01:55,,1201,30.1,48.6,31.8,43,30.3,46.1,31.6,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:03:55,,1202,30,48,32.4,44,31.8,44.9,31.5,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:05:55,,1203,30,48.3,31.8,44.8,30.6,46.3,31.8,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:07:55,,1204,29.9,48.7,32.5,44.2,32.1,44.6,32.1,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:09:55,,1205,30,48.5,32.4,43.2,31.9,44.8,31.9,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:11:55,,1206,30,48.6,32,43.6,30.8,46.1,31.7,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:13:55,,1207,29.9,48.4,32.3,43.8,30.7,45.6,32,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:15:55,,1208,29.9,48,32.1,44.5,31,47.1,31.8,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:17:55,,1209,29.9,48.7,32.3,42.5,30.8,45.6,31.9,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:19:55,,1210,30,48.4,33.1,42.6,31.8,44.2,32,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:21:55,,1211,29.9,48,32.7,43.5,31.4,45.4,31.9,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:23:55,,1212,30,48.5,32.5,43.9,30.9,45.1,32,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:25:55,,1213,30.1,48.8,32.8,43.3,32.2,43.7,32.2,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:27:55,,1214,30,48.3,31.6,44.4,30.5,47.2,31.2,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:29:55,,1215,30.1,48.6,32.5,42,30.7,45.6,31.8,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:31:55,,1216,30.1,48.7,32.8,43.2,31.8,44.5,32,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:33:55,,1217,30,47.8,32.3,43.7,31.5,46,31.8,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:35:55,,1218,30.1,48.5,32.7,44,31.8,45.6,32,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:37:55,,1219,30,48.5,32.3,43.9,31.8,43.9,31.9,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:39:55,,1220,30.1,48.4,32.6,44,31.9,44.7,31.9,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:41:55,,1221,30.1,48.7,31.9,43.9,30.9,46.8,31.6,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:43:55,,1222,30.1,49.1,32.3,42.5,31.3,45,32.1,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:45:55,,1223,30,48.5,32.4,44.5,31.2,46.7,31.9,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:47:55,,1224,30,47.7,31.8,45,30.8,47.7,31.6,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:49:55,,1225,30,48.7,32,43.8,31.4,45.7,31.8,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:51:55,,1226,30,48.4,32.1,44.6,31.9,45,31.9,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:53:55,,1227,30,48.4,32.1,43.3,30.8,46.1,31.6,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:55:55,,1228,30,48.1,32.1,43.7,31,46.9,31.7,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:57:55,,1229,30,48.4,32.2,45.2,31.1,47.5,31.8,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:59:55,,1230,30,49,31.8,45.6,31.1,47.8,31.7,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:01:55,,1231,30.1,49.4,32,43,30.7,46.2,32,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:03:55,,1232,30.1,48.9,31.5,45.8,30.6,47.4,31.2,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:05:55,,1233,30.1,49.7,32.1,45.5,31.5,47,31.6,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:07:55,,1234,30.1,49.7,32,43.2,30.6,46.8,32.1,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:09:55,,1235,30.1,48.9,32.1,45.1,31.4,47.2,31.9,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:11:55,,1236,30.1,49.3,32.7,44.1,32,45.1,32,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:13:55,,1237,30.1,49.5,32.6,43.4,31.6,46,32.1,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:15:55,,1238,30,49.4,33,43.9,31.8,45.6,32.3,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:17:55,,1239,30,49.5,32.7,44.4,31.6,46.2,32,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:19:55,,1240,30,49.7,32.3,43,30.8,46.9,32,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:21:55,,1241,30.1,49.8,33,43.8,32.2,44.9,32,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:23:55,,1242,30.1,50.1,32.9,43.8,32.4,44.6,32.1,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:25:55,,1243,30.1,49.7,32.8,43.1,32.3,45,32.4,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:27:55,,1244,30,49.5,32.7,43.3,32.6,43.8,32.1,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:29:55,,1245,30.1,49.5,32.8,44.2,32.2,45.3,32.3,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:31:55,,1246,30.1,49.7,32.7,43.4,32,45,32.5,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:33:55,,1247,30.1,50.1,32.7,44.8,32.3,45.5,32.3,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:35:55,,1248,30.2,50,32.9,43.3,32.6,44.8,32.4,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:37:55,,1249,30,49.5,32.7,45.1,31.4,46.8,32,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:39:55,,1250,30.1,50.1,32.9,44.8,32.6,44.6,32.2,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:41:55,,1251,30.1,49.9,33.1,43.8,32.8,43.7,32.3,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:43:55,,1252,30,49.7,32.5,45.1,31.6,46.6,32.2,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:45:55,,1253,30.1,50.1,33.3,43.1,32.2,45.6,32.6,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:47:55,,1254,30.2,50.3,33.2,43.2,32.1,45.1,32.3,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:49:55,,1255,30,50.5,31.8,45.3,31.3,48.8,31.4,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:51:55,,1256,30.1,50.7,33.1,44.8,32.2,45.7,32.4,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:53:55,,1257,30.2,50.6,33.4,43.6,32.8,44.6,32.6,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:55:55,,1258,30,50.1,32.4,44.8,31.4,46.8,31.9,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:57:55,,1259,30.2,50.6,32.9,45.4,33,44.8,32.3,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:59:55,,1260,30.2,50.5,33.4,43.9,32.4,44.9,32.5,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:01:55,,1261,30.1,50.2,33.4,43.9,32.7,45,32.5,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:03:55,,1262,30.1,50.2,33.1,43.8,32.6,45,32.6,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:05:55,,1263,29.9,50.2,32.5,42.5,30.8,47,32.1,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:07:55,,1264,30,49.6,32.7,44.8,31.5,46.7,32.2,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:09:55,,1265,30,50.2,32.9,45.5,31.5,47.3,32.4,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:11:55,,1266,30,51,33.4,44.9,32.4,46.5,32.5,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:13:55,,1267,30,50.4,33.3,44.4,32.3,46.3,32.7,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:15:55,,1268,30.1,51.1,33.3,44.4,32.9,45.1,32.3,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:17:55,,1269,30,51.1,33,43.9,32.8,45.2,32.2,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:19:55,,1270,30,51.1,33.4,44.2,32.9,45,32.4,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:21:55,,1271,30.1,51.1,33.1,44.8,31.7,46.4,32.6,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:23:55,,1272,30.1,51.2,33,44.2,32,47.4,32.3,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:25:55,,1273,30,51.1,32.9,45.5,32.2,46.4,32.4,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:27:55,,1274,30,51,33.2,44.8,32.4,46.6,32.4,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:29:55,,1275,30.2,51.8,33.2,44.8,32.1,46.8,32.4,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:31:55,,1276,30.2,52.2,33.5,45.5,33.1,45.6,32.6,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:33:55,,1277,30.1,51.2,33,45.9,32.5,46.8,32.2,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:35:55,,1278,30.2,51.8,33.2,45.4,32.4,46.1,32.5,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:37:55,,1279,30.3,52,33.1,44.5,32.4,46.1,32.5,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:39:55,,1280,30.2,51.6,32.8,46.3,32.3,47.4,32.4,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:41:55,,1281,30.2,51.9,33.2,44.7,33,46.3,32.6,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:43:55,,1282,30.3,52,33.6,44.1,32.4,46.5,32.5,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:45:55,,1283,30.2,51.6,33.6,45.6,32.5,46.8,32.7,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:47:55,,1284,30.1,51.6,33.8,45,32.9,46,32.7,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:49:55,,1285,30.1,51.4,33.7,45.1,32.8,46.5,33.1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:51:55,,1286,30.1,51.3,33.5,45.2,32,46.6,33,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:53:55,,1287,30.1,51.4,33.2,46.2,32.1,48.6,32.6,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:55:55,,1288,30,51.7,33.4,46.1,32.3,47.8,32.6,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:57:55,,1289,30.2,52.3,33.1,46.3,32.3,47.8,32.2,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:59:55,,1290,30.1,52.2,33.3,44.5,32.1,46.6,32.6,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:01:55,,1291,30.1,51.9,33.2,44.8,32.9,46.3,32.5,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:03:55,,1292,30,52.3,33.2,45,32.7,46.6,32.7,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:05:55,,1293,30.1,52.2,33.3,45.3,32.9,46.5,32.7,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:07:55,,1294,30,52.2,34,45.1,32.5,46.9,33,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:09:55,,1295,30,52,33.7,44.6,33.2,45.6,32.9,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:11:55,,1296,30,51.9,33.4,45.2,32.8,46.2,32.7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:13:55,,1297,30.2,52.4,33.9,44.9,33,45.9,32.6,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:15:55,,1298,30.2,52.2,33,45.3,31.7,47.5,32.3,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:17:55,,1299,30.1,52,33.1,46,32,48.1,32.5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:19:55,,1300,30.1,52.3,33.5,45.2,32.8,46.4,32.6,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:21:55,,1301,30.1,52.3,33.3,45.2,32.3,46.5,32.5,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:23:55,,1302,30.2,52.5,32.8,44.8,31.8,47.2,32.2,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:25:55,,1303,30.2,52.2,33.3,45.8,32.3,47.1,32.2,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:27:55,,1304,30.3,52,33.4,44.9,32.7,46,32.4,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:29:55,,1305,30.2,52.1,32.8,44.6,32.9,45.2,32,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:31:55,,1306,30.2,52,33.4,45.4,33.2,45.5,32.5,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:33:55,,1307,30.4,51.9,33.1,45.2,31.7,47.6,32.3,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
